Longitud;Latitud;Metros;Precio;Preciom2
-70,6751785;-33,4297333;65;2600;40
-70,6648712;-33,4342422;64;2750;42,96875
-70,6370926;-33,4429321;160;7250;45,3125
-70,6498566;-33,4657516;50;2390;47,8
-70,6503601;-33,4379196;54;2600;48,14814815
-70,6625137;-33,4522629;47;2300;48,93617021
-70,6369324;-33,4387207;76;3895;51,25
-70,6533051;-33,4334145;52;2690;51,73076923
-70,670517;-33,4480324;50;2670;53,4
-70,6299;-33,4554;70;4000;57,14285714
-70,6415405;-33,4498672;61;3590;58,85245902
-70,6640701;-33,4553604;77;4690;60,90909091
-70,6309662;-33,4531593;45;2800;62,22222222
-70,6337357;-33,4440193;36;2300;63,88888889
-70,6339493;-33,4441223;46;2950;64,13043478
-70,6547623;-33,4489326;70;4500;64,28571429
-70,6468506;-33,4483032;45;2900;64,44444444
-70,6339493;-33,4529114;36;2340;65
-70,6472244;-33,4494743;23;1500;65,2173913
-70,6350861;-33,4476547;55;3600;65,45454545
-70,6640701;-33,4553604;71;4790;67,46478873
-70,6440277;-33,4437752;38;2600;68,42105263
-70,646553;-33,4484787;54;3750;69,44444444
-70,6320343;-33,4490013;37;2620;70,81081081
-70,6589966;-33,4358978;30;2250;75
-70,6531143;-33,4497643;30;2300;76,66666667
-73,1360612;-36,8774451;29,19;2300;78,79410757
-70,6320343;-33,4490013;37;3090;83,51351351
-70,6399612;-33,4480476;40;22000;550
-70,6533051;-33,4592896;40;25000;625
-70,648544;-33,4366658;40;25000;625
-70,6452789;-33,445652;40;25000;625
-70,6554718;-33,450592;48;30000;625
-70,654129;-33,4535158;35;25000;714,2857143
-70,6606674;-33,4360085;35;30000;857,1428571
-70,6330261;-33,4458427;32;30000;937,5
-70,6478618;-33,4370606;36;36000;1000
-70,6369;-33,437;403;469095;1164,007444
-70,6689;-33,4549;52;102091;1963,288462
-70,65119;-33,46292;108;290000;2685,185185
-70,63919;-33,44909;115;310000;2695,652174
-70,64137;-33,46655;92;250000;2717,391304
-70,63396;-33,45451;88;300000;3409,090909
-70,65445;-33,47123;68;250000;3676,470588
-70,65917;-33,44334;72;290000;4027,777778
-70,6349;-33,4494;65;280000;4307,692308
-70,66683;-33,43015;80;360000;4500
-70,65582;-33,43793;45;220000;4888,888889
-70,5915;-33,6023;55;280000;5090,909091
-70,65567;-33,44931;95;500000;5263,157895
-70,64107;-33,45086;50;270000;5400
-70,65777;-33,45035;60;330000;5500
-70,65795;-33,43722;100;550000;5500
-70,64986;-33,46575;40;220000;5500
-70,661;-33,47127;65;360000;5538,461538
-70,6485;-33,45085;80;450000;5625
-70,66692;-33,4427;80;450000;5625
-70,63931;-33,44476;53;300000;5660,377358
-70,66523;-33,43889;56;320000;5714,285714
-70,6464;-33,4424;40;230000;5750
-70,6611;-33,4544;60;350000;5833,333333
-70,64434;-33,43746;100;590000;5900
-70,64327;-33,43616;80;480000;6000
-70,65569;-33,43422;55;330000;6000
-70,63991;-33,4482;70;430000;6142,857143
-70,64971;-33,44915;34;210000;6176,470588
-70,65814;-33,43206;58;360000;6206,896552
-70,64134;-33,44952;58;360000;6206,896552
-70,64216;-33,43665;90;560000;6222,222222
-70,64564;-33,43785;40;250000;6250
-70,65115;-33,44684;59;370000;6271,186441
-70,64055;-33,44895;70;450000;6428,571429
-70,64981;-33,46588;42;270000;6428,571429
-70,64859;-33,45076;38;245000;6447,368421
-70,65265;-33,45742;34;220000;6470,588235
-70,66581;-33,4401;54;350000;6481,481481
-70,65755;-33,43347;80;520000;6500
-70,67026;-33,45799;40;260000;6500
-70,64178;-33,43806;55;360000;6545,454545
-70,6693;-33,4489;41;270000;6585,365854
-70,66314;-33,45326;50;330000;6600
-70,63284;-33,44898;50;330000;6600
-70,661438;-33,4428749;90;600000;6666,666667
-70,6357;-33,44734;65;440000;6769,230769
-70,65641;-33,45354;66;450000;6818,181818
-70,64281;-33,43812;66;450000;6818,181818
-70,64696;-33,43797;35;240000;6857,142857
-70,6674;-33,43587;32;220000;6875
-70,63985;-33,44808;55;380000;6909,090909
-70,65714;-33,43659;46;320000;6956,521739
-70,65038;-33,44931;46;320000;6956,521739
-70,65666;-33,4548;46;320000;6956,521739
-70,65741;-33,4387;36;250797;6966,583333
-70,65887;-33,43441;33;230000;6969,69697
-70,65705;-33,4358;33;230000;6969,69697
-70,65534;-33,45838;50;350000;7000
-70,63346;-33,45505;50;350000;7000
-70,6476593;-33,4344406;85;600000;7058,823529
-70,64783;-33,44266;38;270000;7105,263158
-70,64252;-33,44891;28;200000;7142,857143
-70,67098;-33,44534;32;230000;7187,5
-70,64572;-33,4483;25;180000;7200
-70,65045;-33,43781;40;290000;7250
-70,63946;-33,45823;30;220000;7333,333333
-70,62747;-33,46652;42;310000;7380,952381
-70,65378;-33,44724;36;270000;7500
-70,64084;-33,44793;40;300000;7500
-70,64971;-33,44915;45;340000;7555,555556
-70,6589;-33,4344;31;235020;7581,290323
-70,66003;-33,43378;29;220000;7586,206897
-70,647;-33,4624;42;320097;7621,357143
-70,6399612;-33,4480476;43;330000;7674,418605
-70,65072;-33,45045;35;270000;7714,285714
-70,66342;-33,4485;45;348702;7748,933333
-70,65641;-33,45354;40;310000;7750
-70,66312;-33,4531;45;350000;7777,777778
-70,6259925;-33,4703939;36;280000;7777,777778
-70,626;-33,4704;36;280000;7777,777778
-70,65218;-33,44698;25;195000;7800
-70,6549149;-33,4498672;50;390000;7800
-70,65995;-33,44373;35;275000;7857,142857
-70,64178;-33,43892;70;550000;7857,142857
-70,6387;-33,4481;33;260000;7878,787879
-70,6541;-33,43623;34;270000;7941,176471
-70,6544;-33,43622;62;495000;7983,870968
-70,65641;-33,45354;60;480000;8000
-70,6484;-33,47101;30;240000;8000
-70,64848;-33,47097;30;240000;8000
-70,64222;-33,44296;40;320000;8000
-70,64222;-33,44296;40;320000;8000
-70,65494;-33,44954;62;500000;8064,516129
-70,65311;-33,44976;38;310000;8157,894737
-70,6429;-33,44443;30;245000;8166,666667
-70,64549;-33,43858;55;450000;8181,818182
-70,67971;-33,43095;34;280000;8235,294118
-70,6398;-33,4502;40;330000;8250
-70,6594;-33,45656;35;290000;8285,714286
-70,6568527;-33,4340591;35;290000;8285,714286
-70,64875;-33,446;30;249992;8333,066667
-70,6429;-33,4514;30;250000;8333,333333
-70,6254;-33,4545;42;350000;8333,333333
-70,6254;-33,4545;30;250000;8333,333333
-70,64391;-33,44653;30;250000;8333,333333
-70,64597;-33,4623;53;442569;8350,358491
-70,6557;-33,4545;31;260000;8387,096774
-70,6542;-33,4512;32;270000;8437,5
-70,64013;-33,45788;32;270000;8437,5
-70,65377;-33,44771;32;270000;8437,5
-70,65494;-33,43687;26;220000;8461,538462
-70,64811;-33,4356;28;240000;8571,428571
-70,63511;-33,44706;35;300000;8571,428571
-70,62747;-33,46652;29;250000;8620,689655
-70,67077;-33,45428;30;259000;8633,333333
-70,64875;-33,44712;30;260000;8666,666667
-70,63284;-33,44898;30;260000;8666,666667
-70,6309;-33,4565;32;280000;8750
-70,66699;-33,45079;40;350000;8750
-70,63864;-33,44943;34;300000;8823,529412
-70,64811;-33,4356;30;265000;8833,333333
-70,63334;-33,44762;35;310000;8857,142857
-70,6565;-33,43695;35;310000;8857,142857
-70,6392;-33,4415;56;500000;8928,571429
-70,64277;-33,44461;33;295000;8939,393939
-70,6534;-33,43332;50;450000;9000
-70,64863;-33,44807;30;270000;9000
-70,63846;-33,45032;36;330000;9166,666667
-70,6417;-33,449;50;460000;9200
-70,64004;-33,45797;28;260000;9285,714286
-70,65919;-33,43593;28;260000;9285,714286
-70,64094;-33,45141;32;300000;9375
-70,63284;-33,44898;35;330000;9428,571429
-70,64015;-33,45787;40;380000;9500
-70,6397;-33,45042;40;380000;9500
-70,6573;-33,4435;40;380000;9500
-70,63281;-33,44753;30;290000;9666,666667
-70,6601;-33,43341;22;220000;10000
-70,66312;-33,45131;27;270000;10000
-70,65097;-33,4485;35;350000;10000
-70,64242;-33,44335;30;310000;10333,33333
-70,6391;-33,44918;22;230000;10454,54545
-70,63479;-33,44474;34;360000;10588,23529
-70,63334;-33,44762;30;320000;10666,66667
-70,6564865;-33,440155;50;550000;11000
-70,65657;-33,44021;36;400000;11111,11111
-70,64153;-33,44002;37;420000;11351,35135
-70,65949;-33,45647;30;360000;12000
-73,0970483;-36,8409034;20;250000;12500
-70,64554;-33,43747;23;295046;12828,08696
-70,65641;-33,45354;70;900000;12857,14286
-70,63325;-33,44771;37;500000;13513,51351
-70,6385117;-33,4369926;42;600000;14285,71429
-70,65641;-33,45354;35;580000;16571,42857
-70,6343967;-33,4479561;3116;56334201;18079,01187
-70,65686;-33,43406;63;1332662;21153,36508
-70,63696;-33,44852;65;2182644;33579,13846
-70,64839;-33,44717;34;1341290;39449,70588
-70,6394348;-33,4420242;1;40000;40000
-70,64006;-33,44646;52;3014242;57966,19231
-70,65979;-33,45079;999;69900000;69969,96997
-70,65492;-33,44987;50;3900000;78000
-70,64409;-33,46811;999;78900000;78978,97898
-70,67491;-33,43154;205;29000000;141463,4146
-70,66758;-33,45116;75;11000000;146666,6667
-70,6367;-33,4489;325;48000000;147692,3077
-70,64877;-33,44897;466;69964264;150137,9056
-70,63398;-33,43714;87;13800000;158620,6897
-70,62599;-33,47039;63;10667294;169322,127
-70,64696;-33,46469;45;8047743;178838,7333
-70,65494;-33,44954;48;10730324;223548,4167
-70,65715;-33,4365;35;8047743;229935,5143
-70,6426;-33,44877;36;9389033;260806,4722
-70,6565;-33,43695;64;17000000;265625
-70,6552298;-33,4375248;1;270000;270000
-70,62599;-33,47039;46;13413335;291594,2391
-70,64498;-33,43798;35;10730324;306580,6857
-70,62807;-33,46649;55;17000000;309090,9091
-70,67492;-33,44309;52;16093408;309488,6154
-70,64259;-33,44769;293;90839843;310033,5939
-70,6565;-33,43695;66;21000000;318181,8182
-70,66461;-33,43379;62;20000000;322580,6452
-70,65668;-33,45325;99;32000000;323232,3232
-70,65989;-33,45358;30;10000000;333333,3333
-70,65748;-33,43429;81;27000000;333333,3333
-70,66103;-33,47097;42;14000000;333333,3333
-70,64655;-33,44848;50;17241962;344839,24
-70,64655249;-33,4484795;49,53;17222170;347711,8918
-70,67748;-33,43247;51;18000000;352941,1765
-70,6601;-33,43341;55;20000000;363636,3636
-70,65944;-33,44189;52;19000000;365384,6154
-70,65856;-33,43554;40;15000000;375000
-70,65641;-33,45354;80;31000000;387500
-70,64928;-33,45013;46;18000000;391304,3478
-70,69557;-33,44247;66;26000000;393939,3939
-70,64118;-33,44578;57;23000000;403508,7719
-70,63538;-33,4444;52;22000000;423076,9231
-70,65705;-33,4358;47;20000000;425531,9149
-70,64608;-33,44842;32;14000000;437500
-70,673805;-33,4664894;180;79002010;438900,0556
-70,6738;-33,4665;180;79177378;439874,3222
-70,64307;-33,43636;110;49000000;445454,5455
-70,6394385;-33,4476316;1;450000;450000
-70,67356;-33,42976;39;18000000;461538,4615
-70,6411;-33,44;568;292532792;515022,5211
-70,6662;-33,4353;52;26926945;517825,8654
-70,6662;-33,4353;52;26926945;517825,8654
-70,65056;-33,47453;75;39500000;526666,6667
-70,65027;-33,44791;45;24143229;536516,2
-70,65542;-33,46675;85;46000000;541176,4706
-70,69171;-33,44607;90;52000000;577777,7778
-70,69171;-33,44607;90;52000000;577777,7778
-70,65748;-33,43429;77;44500000;577922,0779
-70,64399;-33,45509;50;29000000;580000
-70,64416;-33,44359;34;20000000;588235,2941
-70,6679;-33,4391;630;372145406;590706,9937
-70,64419;-33,45813;32;19000000;593750
-70,63701189;-33,4383744;45;26825810;596129,1111
-70,67647;-33,43712;50;30000000;600000
-70,66203;-33,5399;50;30000000;600000
-70,6620331;-33,5399055;50;30000000;600000
-70,64422;-33,45812;31;19000000;612903,2258
-70,65087;-33,46423;429;269668937;628598,9207
-70,64419;-33,45813;30;19000000;633333,3333
-70,65641;-33,45354;97;61613870;635194,5361
-70,66913;-33,46989;55;36000000;654545,4545
-70,63562;-33,44988;70;46000000;657142,8571
-70,68819;-33,44586;72;48000000;666666,6667
-70,64966;-33,46652;90;60000000;666666,6667
-70,64981;-33,46588;60;40238715;670645,25
-70,63537;-33,43314;48;32254716;671973,25
-70,65979;-33,45079;99;67900000;685858,5859
-70,65979;-33,45079;99;67900000;685858,5859
-70,65036;-33,43792;130;89880644;691389,5692
-70,67325;-33,43236;65;45000000;692307,6923
-70,64698;-33,44467;70;49000000;700000
-70,63413;-33,45311;360;253162319;703228,6639
-70,65979;-33,45079;99;69900000;706060,6061
-70,66003;-33,43378;99;69900000;706060,6061
-70,67878;-33,4673;110;78000000;709090,9091
-70,67423;-33,46683;110;78000000;709090,9091
-70,6448;-33,4482;126;90000000;714285,7143
-70,6448;-33,4482;126;90000000;714285,7143
-70,6448;-33,4482;126;90000000;714285,7143
-70,6451;-33,4463;126;90000000;714285,7143
-70,6452404;-33,4462895;126;90000000;714285,7143
-70,6452;-33,4463;126;90000000;714285,7143
-70,6448;-33,4482;126;90000000;714285,7143
-70,6447576;-33,4481784;126;90000000;714285,7143
-70,65538;-33,46061;130;94000000;723076,9231
-70,63413;-33,45311;180;130578459;725435,8833
-70,63413;-33,45311;180;130578459;725435,8833
-70,67805;-33,43605;62;45000000;725806,4516
-70,67423;-33,46683;110;80000000;727272,7273
-70,65369;-33,43423;55;40000000;727272,7273
-70,63413;-33,44733;112;81813431;730477,0625
-70,66763;-33,44293;130;95000000;730769,2308
-70,6493;-33,4501;98;72000000;734693,8776
-70,65074654;-33,44910943;95;70000000;736842,1053
-70,67301;-33,46656;61;45000000;737704,918
-70,6730118;-33,4665604;61;45000000;737704,918
-70,6562;-33,46025;120;89000000;741666,6667
-70,64792;-33,44239;118;88000000;745762,7119
-70,65534;-33,46103;120;89817646;748480,3833
-70,642;-33,46912;44;33000000;750000
-70,65538;-33,46061;130;98000000;753846,1538
-70,65538;-33,46061;130;98000000;753846,1538
-70,6484;-33,4386;79;60085087;760570,7215
-70,67136;-33,44142;85;65000000;764705,8824
-70,64167;-33,46299;60;46000000;766666,6667
-70,63645;-33,44514;90;69197404;768860,0444
-70,67701;-33,42933;52;40000000;769230,7692
-70,6795;-33,4314;52;40000000;769230,7692
-70,6486;-33,4552;70;54000000;771428,5714
-70,6675;-33,4479;175;137000000;782857,1429
-70,63688;-33,457;120;94000000;783333,3333
-70,64907;-33,46526;58;45595048;786121,5172
-70,64907;-33,46526;58;45595048;786121,5172
-70,6738;-33,4665;100;79000000;790000
-70,67381501;-33,46649412;100;79000000;790000
-70,66515;-33,45356;48;38000000;791666,6667
-70,6752;-33,4298;72;57035144;792154,7778
-70,66437;-33,45621;50;39686002;793720,04
-70,66437;-33,45621;50;39716770;794335,4
-70,66437;-33,45621;50;39821429;796428,58
-70,64685;-33,4483;99;78900000;796969,697
-70,64409;-33,46811;99;78900000;796969,697
-70,64409;-33,46811;99;78900000;796969,697
-70,64685;-33,4483;99;78900000;796969,697
-70,64409;-33,46811;99;78900000;796969,697
-70,64409;-33,46811;99;78900000;796969,697
-70,64409;-33,46811;99;78900000;796969,697
-70,64685;-33,4483;99;78900000;796969,697
-70,65077;-33,44813;94;75000000;797872,3404
-70,65077;-33,44813;94;75000000;797872,3404
-70,6578;-33,4411;129;103000000;798449,6124
-70,66437;-33,45621;50;39951124;799022,48
-70,66437;-33,45621;50;39958854;799177,08
-70,66282;-33,45512;150;120000000;800000
-70,6381;-33,4517;120;96000000;800000
-70,63969;-33,43934;40;32000000;800000
-70,65831;-33,436;90;72500000;805555,5556
-70,64912;-33,45856;99;80000000;808080,8081
-70,64144;-33,46329;68;55000000;808823,5294
-70,64144;-33,46329;68;55000000;808823,5294
-70,6672;-33,4436;105;85000000;809523,8095
-70,6672;-33,4436;105;85000000;809523,8095
-70,6672;-33,4436;105;85000000;809523,8095
-70,6752;-33,4298;72;58356000;810500
-70,6602475;-33,4397017;60;49010754;816845,9
-70,6781;-33,4356;56;45799712;817852
-70,6527;-33,4328;110;90000000;818181,8182
-70,70138;-33,45587;55;45000000;818181,8182
-70,6527;-33,4328;110;90000000;818181,8182
-70,653;-33,4573;146;119564247;818933,1986
-70,653;-33,4573;146;119595040;819144,1096
-70,67379;-33,44397;152;125000000;822368,4211
-70,6463;-33,4591;116;95651780;824584,3103
-70,6463;-33,4591;116;95663700;824687,069
-70,6463;-33,4591;116;95676134;824794,2586
-70,67521;-33,42824;60;49492034;824867,2333
-70,6339;-33,4538;120;99000000;825000
-70,6373;-33,4547;120;99000000;825000
-70,6463;-33,4591;116;95713038;825112,3966
-70,6463;-33,4591;116;95750058;825431,5345
-70,6463;-33,4591;116;95750384;825434,3448
-70,653;-33,4573;145;119718433;825644,3655
-70,6463;-33,4591;116;95805616;825910,4828
-70,653;-33,4573;145;119757020;825910,4828
-70,6463;-33,4591;116;95837081;826181,7328
-70,6463;-33,4591;116;95848496;826280,1379
-70,6463;-33,4591;116;95891836;826653,7586
-70,6463;-33,4591;116;95900554;826728,9138
-70,6463;-33,4591;116;95906377;826779,1121
-70,653006;-33,457272;146;120716145;826822,911
-70,6463;-33,4591;116;95923856;826929,7931
-70,6463;-33,4591;116;95932494;827004,2586
-70,6463;-33,4591;116;95935195;827027,5431
-70,65288;-33,45734;145;119957722;827294,6345
-70,6463;-33,4591;116;95970836;827334,7931
-70,6463;-33,4591;116;96015771;827722,1638
-70,6463;-33,4591;116;96040338;827933,9483
-70,6672;-33,4436;105;87000000;828571,4286
-70,6672;-33,4436;105;87000000;828571,4286
-70,6672;-33,4436;105;87000000;828571,4286
-70,66793;-33,44139;70;58000000;828571,4286
-70,6463;-33,4591;116;96174487;829090,4052
-70,6463;-33,4591;116;96347238;830579,6379
-70,6578;-33,4411;124;103000000;830645,1613
-70,6578;-33,4411;124;103000000;830645,1613
-70,6578;-33,4411;124;103000000;830645,1613
-70,67805;-33,43605;65;54000000;830769,2308
-70,6463;-33,4591;116;96411121;831130,3534
-70,65045;-33,43783;77;64000000;831168,8312
-70,6463;-33,4591;116;96417338;831183,9483
-70,6463;-33,4591;116;96417338;831183,9483
-70,6463;-33,4591;116;96432882;831317,9483
-70,65288;-33,45734;145;120552763;831398,3655
-70,6463;-33,4591;116;96460869;831559,2155
-70,6463;-33,4591;116;96482642;831746,9138
-70,65288;-33,45734;145;120607191;831773,731
-70,65816;-33,43717;96;80000000;833333,3333
-70,6415;-33,4633;55;46000000;836363,6364
-70,67643;-33,43038;68;57000000;838235,2941
-70,65584;-33,43601;68;57000000;838235,2941
-70,65816;-33,43717;100;84000000;840000
-70,67701;-33,42933;50;42000000;840000
-70,6528;-33,4492;60;50687956;844799,2667
-70,67719;-33,42707;55;46489128;845256,8727
-70,67719;-33,42707;55;46489128;845256,8727
-70,67719;-33,42707;55;46489128;845256,8727
-70,67719;-33,42707;55;46489128;845256,8727
-70,63988;-33,44638;110;93000000;845454,5455
-70,64144;-33,46329;65;55000000;846153,8462
-70,64144;-33,46329;65;55000000;846153,8462
-70,64144;-33,46329;65;55000000;846153,8462
-70,64144;-33,46329;65;55000000;846153,8462
-70,67719;-33,42707;55;46675392;848643,4909
-70,67719;-33,42707;55;46675392;848643,4909
-70,67719;-33,42707;55;46733620;849702,1818
-70,67719;-33,42707;55;46733620;849702,1818
-70,67719;-33,42707;55;46733620;849702,1818
-70,6771927;-33,4270706;55;46733620;849702,1818
-70,67506;-33,42837;58;49500000;853448,2759
-70,6675;-33,4479;175;150000000;857142,8571
-70,69632;-33,44257;70;60000000;857142,8571
-70,64901;-33,43703;65;55890509;859853,9846
-70,74453;-33,44461;50;43000000;860000
-70,70138;-33,45587;52;45000000;865384,6154
-70,70138;-33,45587;52;45000000;865384,6154
-70,64731;-33,43712;60;51958755;865979,25
-70,65653;-33,45568;80;69289193;866114,9125
-70,66739;-33,44767;99;85900000;867676,7677
-70,66739;-33,44767;99;85900000;867676,7677
-70,6488;-33,4655;85;73800000;868235,2941
-70,6498;-33,4659;51;44352939;869665,4706
-70,67406654;-33,43121152;54;47000000;870370,3704
-70,6578;-33,4411;125;109000000;872000
-70,6578;-33,4411;125;109000000;872000
-70,65105;-33,45693;51;44500000;872549,0196
-70,6498149;-33,4658754;51;44500000;872549,0196
-70,6438;-33,45578;40;35000000;875000
-70,64981;-33,46588;57;49888753;875241,2807
-70,66413;-33,47222;97;85000000;876288,6598
-70,68412;-33,4367;57;49964150;876564,0351
-70,68412;-33,4367;57;49970664;876678,3158
-70,67501;-33,43037;65;57000000;876923,0769
-70,68412;-33,4367;57;50022149;877581,5614
-70,68412;-33,4367;50;43919398;878387,96
-70,67843;-33,43248;50;43920906;878418,12
-70,66832;-33,44817;75;65900000;878666,6667
-70,66832;-33,44817;75;65900000;878666,6667
-70,67843;-33,43248;50;44000000;880000
-70,67367;-33,44934;70;61667532;880964,7429
-70,67701;-33,42933;51;45000000;882352,9412
-70,67701;-33,42933;51;45000000;882352,9412
-70,65882;-33,44255;170;150016809;882451,8176
-70,6588135;-33,4425507;170;150016809;882451,8176
-70,64792;-33,45152;60;53000000;883333,3333
-70,6787693;-33,4670519;62;54885607;885251,7258
-70,65157;-33,46004;75;66500000;886666,6667
-70,67635;-33,43304;49;43490000;887551,0204
-70,64667;-33,44393;60;53289931;888165,5167
-70,6489;-33,46625;90;79946882;888298,6889
-70,6498;-33,4659;51;45323215;888690,4902
-70,65646;-33,46054;110;97950597;890459,9727
-70,6753;-33,4302;64;57000000;890625
-70,6753;-33,4302;64;57000000;890625
-70,6753;-33,4302;64;57000000;890625
-70,6753;-33,4302;64;57000000;890625
-70,67527;-33,43022;65;58000000;892307,6923
-70,67527;-33,43022;65;58000000;892307,6923
-70,67527;-33,43022;65;58000000;892307,6923
-70,6529;-33,4569;140;125000000;892857,1429
-70,67691;-33,43607;56;50000000;892857,1429
-70,67691;-33,43607;56;50000000;892857,1429
-70,6529;-33,4569;140;125000000;892857,1429
-70,65634;-33,45614;80;71514709;893933,8625
-70,65634;-33,45614;80;71563949;894549,3625
-70,64145;-33,46386;48;43000000;895833,3333
-70,63343;-33,5253;48;43000000;895833,3333
-70,64975;-33,46643;87;78000000;896551,7241
-70,66289;-33,45257;73;65467314;896812,5205
-70,65634;-33,45614;80;71758750;896984,375
-70,67726;-33,43312;55;49500000;900000
-70,66012;-33,44343;100;90000000;900000
-70,64563;-33,45811;70;63000000;900000
-70,6782;-33,44259;50;45000000;900000
-70,67692;-33,42929;50;45000000;900000
-70,648;-33,4372;48;43200000;900000
-70,64796924;-33,43721256;48;43200000;900000
-70,69494;-33,44277;50;45034976;900699,52
-70,67079;-33,53802;50;45034976;900699,52
-70,67079;-33,53802;50;45040975;900819,5
-70,67079;-33,53802;50;45040975;900819,5
-70,6788;-33,4667;61;55000000;901639,3443
-70,6788;-33,4667;61;55000000;901639,3443
-70,6499;-33,4372;72;65000000;902777,7778
-70,67877;-33,46705;61;55076072;902886,4262
-70,6411;-33,44;385;348141535;904263,7273
-70,63962;-33,44323;89;80500000;904494,382
-70,63962;-33,44323;89;80500000;904494,382
-70,63962;-33,44323;89;80500000;904494,382
-70,63962;-33,44323;89;80500000;904494,382
-70,63966;-33,4434;89;80500000;904494,382
-70,63966;-33,4434;89;80500000;904494,382
-70,63962;-33,44323;89;80500000;904494,382
-70,6411;-33,44;385;348298728;904672,0208
-70,6411;-33,44;385;348433512;905022,1091
-70,641094;-33,439987;385;348467271;905109,7948
-70,6411;-33,44;385;348478451;905138,8338
-70,6486;-33,4639;95;86000000;905263,1579
-70,6486;-33,4639;95;86000000;905263,1579
-70,6486;-33,4639;95;86000000;905263,1579
-70,64226;-33,4398;500;452968800;905937,6
-70,6411;-33,44;385;349303007;907280,5377
-70,6534;-33,4594;65;58983905;907444,6923
-70,64981;-33,46588;52;47192064;907539,6923
-70,655;-33,4344;110;100000000;909090,9091
-70,67075;-33,43587;55;50000000;909090,9091
-70,6503725;-33,44395771;93;84554953;909193,043
-70,66402;-33,47213;97;88451399;911870,0928
-70,64861;-33,43698;104;95000000;913461,5385
-70,6504;-33,444;93;84999637;913974,5914
-70,66402;-33,47238;96;87954606;916193,8125
-70,6344;-33,4515;60;54985916;916431,9333
-70,67805;-33,43605;60;55000000;916666,6667
-70,67691;-33,43607;60;55000000;916666,6667
-70,67488;-33,43057;50;45884567;917691,34
-70,67611;-33,43613;49;45000000;918367,3469
-70,677;-33,4293;50;46000000;920000
-70,66607732;-33,45532973;114;104996220;921019,4737
-70,63396;-33,45451;33;30395148;921065,0909
-70,67673;-33,42917;52;47899958;921153,0385
-70,64144;-33,46329;58;53500000;922413,7931
-70,64144;-33,46329;58;53500000;922413,7931
-70,64144;-33,46329;58;53500000;922413,7931
-70,64144;-33,46329;58;53500000;922413,7931
-70,64144;-33,46329;58;53500000;922413,7931
-70,64144;-33,46329;58;53500000;922413,7931
-70,64144;-33,46329;58;53500000;922413,7931
-70,64144;-33,46329;58;53500000;922413,7931
-70,6456;-33,4583;65;60000000;923076,9231
-70,6456;-33,4583;65;60000000;923076,9231
-70,6456;-33,4583;65;60000000;923076,9231
-70,67515;-33,42764;65;60000000;923076,9231
-70,6456;-33,4583;65;60000000;923076,9231
-70,63591;-33,44591;90;83106390;923404,3333
-70,6494;-33,4751;49;45289389;924273,2449
-70,64873;-33,46644;80;74000000;925000
-70,64922;-33,45998;112;103703484;925923,9643
-70,6454;-33,4589;54;50000000;925925,9259
-70,645358;-33,4588958;54;50000000;925925,9259
-70,64923;-33,45992;112;103736975;926222,9911
-70,6497;-33,46569;46;42622468;926575,3913
-70,6579;-33,4357;110;101946824;926789,3091
-70,65065;-33,45286;96;88979141;926866,0521
-70,64907;-33,46526;55;51000000;927272,7273
-70,64563;-33,45811;70;65000000;928571,4286
-70,67367;-33,44934;70;65000000;928571,4286
-70,65706;-33,43675;139;129300383;930218,5827
-70,65887;-33,43913;60;55818213;930303,55
-70,64922;-33,45998;112;104211166;930456,8393
-70,64726;-33,45964;66;61420311;930610,7727
-70,66106;-33,47081;55;51237091;931583,4727
-70,67506;-33,42837;58;54034478;931628,931
-70,65706;-33,43675;139;129587423;932283,6187
-70,63697;-33,44641;90;83952114;932801,2667
-70,64964;-33,4722;60;56000000;933333,3333
-70,64145;-33,46386;45;42000000;933333,3333
-70,64726;-33,45964;66;61618861;933619,1061
-70,66403;-33,47207;91;85000000;934065,9341
-70,67523;-33,43095;32;29933248;935414
-70,65958;-33,44478;641;600000000;936037,4415
-70,64237;-33,46546;80;75000000;937500
-70,66976;-33,4294;80;75000000;937500
-70,64145;-33,46386;48;45000000;937500
-70,6706;-33,43683;80;75000000;937500
-70,65557;-33,45742;32;30000000;937500
-70,677;-33,4291;50;46884653;937693,06
-70,67623;-33,43607;49;46000000;938775,5102
-70,65855;-33,43911;82;77000000;939024,3902
-70,65855;-33,4391;82;77000000;939024,3902
-70,65855;-33,4391;82;77000000;939024,3902
-70,6543;-33,4597;48;45180348;941257,25
-70,6543;-33,4597;48;45200737;941682,0208
-70,6752;-33,42874;60;56515489;941924,8167
-70,6645;-33,4376;104;98000000;942307,6923
-70,65045;-33,43783;52;49000000;942307,6923
-70,6543;-33,4597;48;45310508;943968,9167
-70,64766;-33,45291;69;65140486;944065,0145
-70,64129;-33,4633;55;52000000;945454,5455
-70,65641;-33,45354;51;48219551;945481,3922
-70,66141;-33,43801;74;70000000;945945,9459
-70,63851;-33,43975;85;80469633;946701,5647
-70,6281;-33,4665;67;63451612;947038,9851
-70,67079;-33,44712;59;55889289;947276,0847
-70,6411;-33,44;385;365031726;948134,3532
-70,67502;-33,43143;49;46490000;948775,5102
-70,65202;-33,46334;60;57000000;950000
-70,66967;-33,42949;60;57000000;950000
-70,642;-33,46912;200;190000000;950000
-70,66686;-33,44344;100;95000000;950000
-70,66908;-33,45706;61;58000000;950819,6721
